strategy,symbol,timeframe,params,trades,win_rate,sharpe,max_drawdown_pct,return_pct,profit_factor,avg_pnl
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",288,0.2708,-5.2531,0.4619,-38.1626,0.6475,-1.325091
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",288,0.2708,-5.2531,0.4619,-38.1626,0.6475,-1.325091
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",288,0.2708,-4.9472,0.4471,-36.2341,0.67,-1.258128
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",288,0.2708,-5.2531,0.4619,-38.1626,0.6475,-1.325091
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",288,0.2708,-5.2531,0.4619,-38.1626,0.6475,-1.325091
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",288,0.2708,-4.9472,0.4471,-36.2341,0.67,-1.258128
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",288,0.2708,-5.2531,0.4619,-38.1626,0.6475,-1.325091
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",288,0.2708,-5.2531,0.4619,-38.1626,0.6475,-1.325091
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",248,0.2944,-4.761,0.4275,-34.4346,0.6759,-1.388491
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",248,0.2944,-4.7831,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",248,0.2944,-4.7831,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",248,0.2944,-4.761,0.4275,-34.4346,0.6759,-1.388491
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",248,0.2944,-4.7831,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",248,0.2944,-4.7831,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",248,0.2944,-4.761,0.4275,-34.4346,0.6759,-1.388491
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",248,0.2944,-4.7831,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",248,0.2944,-4.7831,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",189,0.3016,-1.6361,0.2832,-14.319,0.8434,-0.757619
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",189,0.3016,-2.4366,0.343,-20.4169,0.7666,-1.080259
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",189,0.3016,-2.4366,0.343,-20.4169,0.7666,-1.080259
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",189,0.3016,-1.6361,0.2832,-14.319,0.8434,-0.757619
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",189,0.3016,-2.4366,0.343,-20.4169,0.7666,-1.080259
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",189,0.3016,-2.4366,0.343,-20.4169,0.7666,-1.080259
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",189,0.3016,-1.6361,0.2832,-14.319,0.8434,-0.757619
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",189,0.3016,-2.4366,0.343,-20.4169,0.7666,-1.080259
MACD,BTC/USDT,1h,"{'fast': 3, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",189,0.3016,-2.4366,0.343,-20.4169,0.7666,-1.080259
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",259,0.2896,-4.1208,0.4187,-31.3503,0.721,-1.210436
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",259,0.2896,-4.1655,0.4191,-32.003,0.7138,-1.235637
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",259,0.2896,-4.1655,0.4191,-32.003,0.7138,-1.235637
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",259,0.2896,-4.1208,0.4187,-31.3503,0.721,-1.210436
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",259,0.2896,-4.1655,0.4191,-32.003,0.7138,-1.235637
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",259,0.2896,-4.1655,0.4191,-32.003,0.7138,-1.235637
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",259,0.2896,-4.1208,0.4187,-31.3503,0.721,-1.210436
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",259,0.2896,-4.1655,0.4191,-32.003,0.7138,-1.235637
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",259,0.2896,-4.1655,0.4191,-32.003,0.7138,-1.235637
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",225,0.2933,-5.2587,0.4581,-37.3648,0.6505,-1.660657
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",225,0.2933,-5.0186,0.4492,-36.5616,0.6598,-1.624959
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",225,0.2933,-5.0186,0.4492,-36.5616,0.6598,-1.624959
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",225,0.2933,-5.2587,0.4581,-37.3648,0.6505,-1.660657
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",225,0.2933,-5.0186,0.4492,-36.5616,0.6598,-1.624959
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",225,0.2933,-5.0186,0.4492,-36.5616,0.6598,-1.624959
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",225,0.2933,-5.2587,0.4581,-37.3648,0.6505,-1.660657
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",225,0.2933,-5.0186,0.4492,-36.5616,0.6598,-1.624959
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",225,0.2933,-5.0186,0.4492,-36.5616,0.6598,-1.624959
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",179,0.3408,-2.5789,0.277,-21.1649,0.7705,-1.182396
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",179,0.3408,-3.2348,0.3158,-25.9225,0.7098,-1.448186
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",179,0.3408,-3.2348,0.3158,-25.9225,0.7098,-1.448186
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",179,0.3408,-2.5789,0.277,-21.1649,0.7705,-1.182396
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",179,0.3408,-3.2348,0.3158,-25.9225,0.7098,-1.448186
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",179,0.3408,-3.2348,0.3158,-25.9225,0.7098,-1.448186
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",179,0.3408,-2.5789,0.277,-21.1649,0.7705,-1.182396
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",179,0.3408,-3.2348,0.3158,-25.9225,0.7098,-1.448186
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 15, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",179,0.3408,-3.2348,0.3158,-25.9225,0.7098,-1.448186
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",253,0.2925,-4.3364,0.4145,-32.6814,0.696,-1.291753
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",253,0.2925,-4.3178,0.4149,-32.958,0.6921,-1.302686
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",253,0.2925,-4.3178,0.4149,-32.958,0.6921,-1.302686
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",253,0.2925,-4.3364,0.4145,-32.6814,0.696,-1.291753
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",253,0.2925,-4.3178,0.4149,-32.958,0.6921,-1.302686
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",253,0.2925,-4.3178,0.4149,-32.958,0.6921,-1.302686
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",253,0.2925,-4.3364,0.4145,-32.6814,0.696,-1.291753
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",253,0.2925,-4.3178,0.4149,-32.958,0.6921,-1.302686
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",253,0.2925,-4.3178,0.4149,-32.958,0.6921,-1.302686
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",211,0.3128,-3.58,0.36,-27.5498,0.7348,-1.30568
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",211,0.3128,-3.3618,0.3484,-26.7535,0.7439,-1.26794
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",211,0.3128,-3.3618,0.3484,-26.7535,0.7439,-1.26794
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",211,0.3128,-3.58,0.36,-27.5498,0.7348,-1.30568
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",211,0.3128,-3.3618,0.3484,-26.7535,0.7439,-1.26794
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",211,0.3128,-3.3618,0.3484,-26.7535,0.7439,-1.26794
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",211,0.3128,-3.58,0.36,-27.5498,0.7348,-1.30568
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",211,0.3128,-3.3618,0.3484,-26.7535,0.7439,-1.26794
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",211,0.3128,-3.3618,0.3484,-26.7535,0.7439,-1.26794
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",159,0.327,-2.6996,0.325,-21.8101,0.753,-1.371707
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",159,0.327,-3.2426,0.3573,-25.6488,0.702,-1.613133
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",159,0.327,-3.2426,0.3573,-25.6488,0.702,-1.613133
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",159,0.327,-2.6996,0.325,-21.8101,0.753,-1.371707
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",159,0.327,-3.2426,0.3573,-25.6488,0.702,-1.613133
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",159,0.327,-3.2426,0.3573,-25.6488,0.702,-1.613133
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",159,0.327,-2.6996,0.325,-21.8101,0.753,-1.371707
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",159,0.327,-3.2426,0.3573,-25.6488,0.702,-1.613133
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 21, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",159,0.327,-3.2426,0.3573,-25.6488,0.702,-1.613133
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",246,0.3049,-3.76,0.3874,-28.9816,0.7299,-1.178115
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",246,0.3049,-3.7058,0.3871,-29.034,0.7283,-1.180243
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",246,0.3049,-3.7058,0.3871,-29.034,0.7283,-1.180243
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",246,0.3049,-3.76,0.3874,-28.9816,0.7299,-1.178115
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",246,0.3049,-3.7058,0.3871,-29.034,0.7283,-1.180243
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",246,0.3049,-3.7058,0.3871,-29.034,0.7283,-1.180243
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",246,0.3049,-3.76,0.3874,-28.9816,0.7299,-1.178115
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",246,0.3049,-3.7058,0.3871,-29.034,0.7283,-1.180243
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",246,0.3049,-3.7058,0.3871,-29.034,0.7283,-1.180243
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",204,0.299,-3.8111,0.3764,-28.6966,0.7082,-1.406696
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",204,0.299,-4.3381,0.4053,-32.4801,0.6609,-1.592164
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",204,0.299,-4.3381,0.4053,-32.4801,0.6609,-1.592164
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",204,0.299,-3.8111,0.3764,-28.6966,0.7082,-1.406696
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",204,0.299,-4.3381,0.4053,-32.4801,0.6609,-1.592164
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",204,0.299,-4.3381,0.4053,-32.4801,0.6609,-1.592164
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",204,0.299,-3.8111,0.3764,-28.6966,0.7082,-1.406696
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",204,0.299,-4.3381,0.4053,-32.4801,0.6609,-1.592164
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",204,0.299,-4.3381,0.4053,-32.4801,0.6609,-1.592164
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",155,0.3161,-3.1417,0.338,-24.363,0.7109,-1.571804
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",155,0.3161,-3.4922,0.3698,-27.1092,0.6709,-1.748981
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",155,0.3161,-3.4922,0.3698,-27.1092,0.6709,-1.748981
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",155,0.3161,-3.1417,0.338,-24.363,0.7109,-1.571804
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",155,0.3161,-3.4922,0.3698,-27.1092,0.6709,-1.748981
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",155,0.3161,-3.4922,0.3698,-27.1092,0.6709,-1.748981
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",155,0.3161,-3.1417,0.338,-24.363,0.7109,-1.571804
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",155,0.3161,-3.4922,0.3698,-27.1092,0.6709,-1.748981
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 26, 'signal': 9, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",155,0.3161,-3.4922,0.3698,-27.1092,0.6709,-1.748981
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",248,0.2944,-4.7575,0.4275,-34.4346,0.6759,-1.388491
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",248,0.2944,-4.7795,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",248,0.2944,-4.7795,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",248,0.2944,-4.7575,0.4275,-34.4346,0.6759,-1.388491
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",248,0.2944,-4.7795,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",248,0.2944,-4.7795,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",248,0.2944,-4.7575,0.4275,-34.4346,0.6759,-1.388491
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",248,0.2944,-4.7795,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 3, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",248,0.2944,-4.7795,0.43,-35.1734,0.667,-1.418282
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",199,0.3015,-3.7405,0.3665,-28.3406,0.7022,-1.424151
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",199,0.3015,-4.4973,0.4069,-33.3221,0.6375,-1.674476
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",199,0.3015,-4.4973,0.4069,-33.3221,0.6375,-1.674476
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",199,0.3015,-3.7405,0.3665,-28.3406,0.7022,-1.424151
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",199,0.3015,-4.4973,0.4069,-33.3221,0.6375,-1.674476
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",199,0.3015,-4.4973,0.4069,-33.3221,0.6375,-1.674476
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.05}",199,0.3015,-3.7405,0.3665,-28.3406,0.7022,-1.424151
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.1}",199,0.3015,-4.4973,0.4069,-33.3221,0.6375,-1.674476
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 5, 'stop_loss_pct': 0.07, 'take_profit_pct': 0.15}",199,0.3015,-4.4973,0.4069,-33.3221,0.6375,-1.674476
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.05}",151,0.298,-2.934,0.3292,-22.9598,0.7267,-1.520516
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.1}",151,0.298,-3.384,0.3675,-26.2985,0.6782,-1.741622
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.03, 'take_profit_pct': 0.15}",151,0.298,-3.384,0.3675,-26.2985,0.6782,-1.741622
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.05}",151,0.298,-2.934,0.3292,-22.9598,0.7267,-1.520516
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.1}",151,0.298,-3.384,0.3675,-26.2985,0.6782,-1.741622
MACD,BTC/USDT,1h,"{'fast': 5, 'slow': 34, 'signal': 9, 'stop_loss_pct': 0.05, 'take_profit_pct': 0.15}",151,0.298,-3.384,0.3675,-26.2985,0.6782,-1.741622
